word,letter_count,syllable_count,phoneme_count,phonemes_arpabet,preschool_prep_level,dolch_level,fry_rank,fry_hundred,other_lists,source_count,suggested_order,syllable_split,syllable_split_status,digraphs,blends,vowel_patterns,decodable_guess
indicate,8,3,7,IH N D AH K EY T,,,835,9th 100,,1,887,in-di-cate,ok,,,VCe,yes
except,6,2,6,IH K S EH P T,,,836,9th 100,,1,888,ex-cept,ok,,-pt,,no
expect,6,2,7,IH K S P EH K T,,,837,9th 100,,1,889,ex-pect,ok,,-ct,,yes
flat,4,1,4,F L AE T,,,838,9th 100,,1,890,,,,fl-,,yes
interesting,11,3,9,IH N T R AH S T IH NG,,,840,9th 100,,1,891,,pyphen_mismatch(in-ter-est-ing),ng,,,yes
sense,5,1,4,S EH N S,,,841,9th 100,,1,892,,,,,,yes
string,6,1,5,S T R IH NG,,,842,9th 100,,1,893,,,ng,str-,,yes
blow,4,1,3,B L OW,,,843,9th 100,,1,894,,,,bl-,team:ow,yes
famous,6,2,5,F EY M AH S,,,844,9th 100,,1,895,fa-mous,ok,,,team:ou,no
value,5,2,5,V AE L Y UW,,,845,9th 100,,1,896,val-ue,ok,,,team:ue,yes
wings,5,1,4,W IH NG Z,,,846,9th 100,,1,897,,,ng,,,yes
movement,8,2,7,M UW V M AH N T,,,847,9th 100,,1,898,move-ment,ok,,-nt,,no
pole,4,1,3,P OW L,,,848,9th 100,,1,899,,,,,VCe,yes
exciting,8,3,7,IH K S AY T IH NG,,,849,9th 100,,1,900,ex-cit-ing,ok,ng,,,no
branches,8,2,7,B R AE N CH AH Z,,,850,9th 100,,1,901,branch-es,ok,ch,br-,,yes
thick,5,1,3,TH IH K,,,851,9th 100,,1,902,,,th;ck,,,yes
blood,5,1,4,B L AH D,,,852,9th 100,,1,903,,,,bl-,team:oo,no
lie,3,1,2,L AY,,,853,9th 100,,1,904,,,,,team:ie,yes
spot,4,1,4,S P AA T,,,854,9th 100,,1,905,,,,sp-,,yes
fun,3,1,3,F AH N,,,856,9th 100,,1,906,,,,,,yes
loud,4,1,3,L AW D,,,857,9th 100,,1,907,,,,,team:ou,yes
consider,8,3,7,K AH N S IH D ER,,,858,9th 100,,1,908,con-sid-er,ok,,,r-controlled:er,yes
suggested,9,3,8,S AH JH EH S T IH D,,,859,9th 100,,1,909,sug-gest-ed,ok,,,,no
thin,4,1,3,TH IH N,,,860,9th 100,,1,910,,,th,,,yes
position,8,3,7,P AH Z IH SH AH N,,,861,9th 100,,1,911,po-si-tion,ok,,,,yes
entered,7,2,5,EH N T ER D,,,862,9th 100,,1,912,en-tered,ok,,,,yes
fruit,5,1,4,F R UW T,,,863,9th 100,,1,913,,,,fr-,team:ui,no
tied,4,1,3,T AY D,,,864,9th 100,,1,914,,,,,team:ie,yes
rich,4,1,3,R IH CH,,,865,9th 100,,1,915,,,ch,,,yes
dollars,7,2,5,D AA L ER Z,,,866,9th 100,,1,916,dol-lars,ok,,,r-controlled:ar,no
send,4,1,4,S EH N D,,,867,9th 100,,1,917,,,,-nd,,yes
sight,5,1,3,S AY T,,,868,9th 100,,1,918,,,,,team:igh,yes
chief,5,1,3,CH IY F,,,869,9th 100,,1,919,,,ch,,team:ie,yes
Japanese,8,3,7,JH AE P AH N IY Z,,,870,9th 100,,1,920,Ja-pa-nese,ok,,,VCe,yes
stream,6,1,5,S T R IY M,,,871,9th 100,,1,921,,,,str-,team:ea,yes
planets,7,2,7,P L AE N AH T S,,,872,9th 100,,1,922,plan-ets,ok,,pl-,,yes
rhythm,6,2,5,R IH DH AH M,,,873,9th 100,,1,923,,pyphen_mismatch(rhythm),th,,,no
science,7,2,5,S AY AH N S,,,875,9th 100,,1,924,sci-ence,ok,,,team:ie,no
major,5,2,4,M EY JH ER,,,876,9th 100,,1,925,ma-jor,ok,,,r-controlled:or,no
observe,7,2,5,AH B Z ER V,,,877,9th 100,,1,926,ob-serve,ok,,,r-controlled:er,no
tube,4,1,3,T UW B,,,878,9th 100,,1,927,,,,,VCe,yes
necessary,9,4,8,N EH S AH S EH R IY,,,879,9th 100,,1,928,,pyphen_mismatch(nec-es-sary),,,,no
weight,6,1,3,W EY T,,,880,9th 100,,1,929,,,,,team:eigh,no
meat,4,1,3,M IY T,,,881,9th 100,,1,930,,,,,team:ea,yes
lifted,6,2,6,L IH F T AH D,,,882,9th 100,,1,931,lift-ed,ok,,,,yes
process,7,2,6,P R AA S EH S,,,883,9th 100,,1,932,,pyphen_mismatch(process),,pr-,,yes
army,4,2,4,AA R M IY,,,884,9th 100,,1,933,,pyphen_mismatch(army),,,r-controlled:ar,yes
hat,3,1,3,HH AE T,,,885,9th 100,,1,934,,,,,,yes
property,8,3,7,P R AA P ER T IY,,,886,9th 100,,1,935,prop-er-ty,ok,,pr-,r-controlled:er,yes
particular,10,4,9,P ER T IH K Y AH L ER,,,887,9th 100,,1,936,par-tic-u-lar,ok,,,r-controlled:ar;r-controlled:ar,no
swim,4,1,4,S W IH M,,,888,9th 100,,1,937,,,,sw-,,yes
terms,5,1,4,T ER M Z,,,889,9th 100,,1,938,,,,,r-controlled:er,yes
current,7,2,5,K ER AH N T,,,890,9th 100,,1,939,cur-rent,ok,,-nt,r-controlled:ur,no
park,4,1,4,P AA R K,,,891,9th 100,,1,940,,,,,r-controlled:ar,yes
sell,4,1,3,S EH L,,,892,9th 100,,1,941,,,,,,yes
shoulder,8,2,5,SH OW L D ER,,,893,9th 100,,1,942,shoul-der,ok,sh,,team:ou;r-controlled:er,no
industry,8,3,8,IH N D AH S T R IY,,,894,9th 100,,1,943,in-dus-try,ok,,,,yes
block,5,1,4,B L AA K,,,896,9th 100,,1,944,,,ck,bl-,,yes
spread,6,1,5,S P R EH D,,,897,9th 100,,1,945,,,,spr-,team:ea,yes
cattle,6,2,5,K AE T AH L,,,898,9th 100,,1,946,cat-tle,ok,,,,yes
wife,4,1,3,W AY F,,,899,9th 100,,1,947,,,,,VCe,yes
sharp,5,1,4,SH AA R P,,,900,9th 100,,1,948,,,sh,,r-controlled:ar,yes
company,7,3,7,K AH M P AH N IY,,,901,10th 100,,1,949,com-pa-ny,ok,,,,no
radio,5,3,5,R EY D IY OW,,,902,10th 100,,1,950,,pyphen_mismatch(ra-dio),,,,no
we'll,4,1,3,W IY L,,,903,10th 100,,1,951,,,,,,
action,6,2,5,AE K SH AH N,,,904,10th 100,,1,952,ac-tion,ok,,,,yes
capital,7,3,7,K AE P AH T AH L,,,905,10th 100,,1,953,cap-i-tal,ok,,,,yes
factories,9,3,7,F AE K T ER IY Z,,,906,10th 100,,1,954,fac-to-ries,ok,,,team:ie,no
settled,7,2,6,S EH T AH L D,,,907,10th 100,,1,955,set-tled,ok,,,,no
isn't,4,2,5,IH Z AH N T,,,909,10th 100,,1,956,,pyphen_mismatch(is-n't),,,,
southern,8,2,5,S AH DH ER N,,,910,10th 100,,1,957,south-ern,ok,th,,team:ou;r-controlled:er,no
truck,5,1,4,T R AH K,,,911,10th 100,,1,958,,,ck,tr-,,yes
fair,4,1,3,F EH R,,,912,10th 100,,1,959,,,,,team:ai,yes
printed,7,2,7,P R IH N T IH D,,,913,10th 100,,1,960,print-ed,ok,,pr-,,yes
wouldn't,7,2,6,W UH D AH N T,,,914,10th 100,,1,961,,pyphen_mismatch(would-n't),,,team:ou,
ahead,5,2,4,AH HH EH D,,,915,10th 100,,1,962,a-head,ok,,,team:ea,yes
chance,6,1,4,CH AE N S,,,916,10th 100,,1,963,,,ch,,,yes
born,4,1,4,B AO R N,,,917,10th 100,,1,964,,,,,r-controlled:or,yes
level,5,2,5,L EH V AH L,,,918,10th 100,,1,965,lev-el,ok,,,,yes
triangle,8,3,8,T R AY AE NG G AH L,,,919,10th 100,,1,966,tri-an-gle,ok,ng,tr-,,no
molecules,9,3,9,M AA L AH K Y UW L Z,,,920,10th 100,,1,967,mol-e-cules,ok,,,VCe,yes
France,6,1,5,F R AE N S,,,921,10th 100,,1,968,,,,fr-,,yes
repeated,8,3,7,R IH P IY T IH D,,,922,10th 100,,1,969,re-peat-ed,ok,,,team:ea,yes
column,6,2,5,K AA L AH M,,,923,10th 100,,1,970,col-umn,ok,,,,no
western,7,2,6,W EH S T ER N,,,924,10th 100,,1,971,west-ern,ok,,,r-controlled:er,yes
church,6,1,3,CH ER CH,,,925,10th 100,,1,972,,,ch;ch,,r-controlled:ur,yes
oxygen,6,3,7,AA K S AH JH AH N,,,927,10th 100,,1,973,,pyphen_mismatch(oxy-gen),,,,yes
plural,6,2,6,P L UH R AH L,,,928,10th 100,,1,974,plu-ral,ok,,pl-,,no
various,7,3,6,V EH R IY AH S,,,929,10th 100,,1,975,var-i-ous,ok,,,team:ou,no
agreed,6,2,5,AH G R IY D,,,930,10th 100,,1,976,a-greed,ok,,,team:ee,yes
opposite,8,3,6,AA P AH Z AH T,,,931,10th 100,,1,977,op-po-site,ok,,,VCe-exception,no
wrong,5,1,3,R AO NG,,,932,10th 100,,1,978,,,ng;wr,,,yes
chart,5,1,4,CH AA R T,,,933,10th 100,,1,979,,,ch,,r-controlled:ar,yes
prepared,8,2,7,P R IY P EH R D,,,934,10th 100,,1,980,pre-pared,ok,,pr-,,no
solution,8,3,7,S AH L UW SH AH N,,,936,10th 100,,1,981,so-lu-tion,ok,,,,yes
fresh,5,1,4,F R EH SH,,,937,10th 100,,1,982,,,sh,fr-,,yes
shop,4,1,3,SH AA P,,,938,10th 100,,1,983,,,sh,,,yes
suffix,6,2,6,S AH F IH K S,,,939,10th 100,,1,984,suf-fix,ok,,,,yes
especially,10,3,7,AH S P EH SH L IY,,,940,10th 100,,1,985,,pyphen_mismatch(es-pe-cial-ly),,,,no
shoes,5,1,3,SH UW Z,,,941,10th 100,,1,986,,,sh,,team:oe,no
actually,8,4,7,AE K CH UW AH L IY,,,942,10th 100,,1,987,ac-tu-al-ly,ok,,,,no
nose,4,1,3,N OW Z,,,943,10th 100,,1,988,,,,,VCe,yes
afraid,6,2,5,AH F R EY D,,,944,10th 100,,1,989,,pyphen_mismatch(afraid),,,team:ai,yes
dead,4,1,3,D EH D,,,945,10th 100,,1,990,,,,,team:ea,yes
sugar,5,2,4,SH UH G ER,,,946,10th 100,,1,991,sug-ar,ok,,,r-controlled:ar,no
adjective,9,3,7,AE JH IH K T IH V,,,947,10th 100,,1,992,ad-jec-tive,ok,,,VCe-exception,no
fig,3,1,3,F IH G,,,948,10th 100,,1,993,,,,,,yes
office,6,2,4,AO F IH S,,,949,10th 100,,1,994,of-fice,ok,,,VCe-exception,yes
huge,4,1,4,HH Y UW JH,,,950,10th 100,,1,995,,,,,VCe,yes
gun,3,1,3,G AH N,,,951,10th 100,,1,996,,,,,,yes
similar,7,3,6,S IH M AH L ER,,,952,10th 100,,1,997,sim-i-lar,ok,,,r-controlled:ar,no
death,5,1,3,D EH TH,,,953,10th 100,,1,998,,,th,,team:ea,yes
score,5,1,4,S K AO R,,,954,10th 100,,1,999,,,,sc-,r-controlled:or,yes
forward,7,2,6,F AO R W ER D,,,955,10th 100,,1,1000,for-ward,ok,,,r-controlled:or;r-controlled:ar,no
stretched,9,1,6,S T R EH CH T,,,956,10th 100,,1,1001,,,tch,str-,,yes
experience,10,4,10,IH K S P IH R IY AH N S,,,957,10th 100,,1,1002,ex-pe-ri-ence,ok,,,team:ie,no
rose,4,1,3,R OW Z,,,958,10th 100,,1,1003,,,,,VCe,yes
allow,5,2,3,AH L AW,,,959,10th 100,,1,1004,al-low,ok,,,team:ow,yes
fear,4,1,3,F IH R,,,960,10th 100,,1,1005,,,,,team:ea,yes
workers,7,2,5,W ER K ER Z,,,961,10th 100,,1,1006,work-ers,ok,,,r-controlled:or;r-controlled:er,no
Washington,10,3,8,W AA SH IH NG T AH N,,,962,10th 100,,1,1007,Wash-ing-ton,ok,sh;ng,,,no
Greek,5,1,4,G R IY K,,,963,10th 100,,1,1008,,,,gr-,team:ee,yes
women,5,2,5,W IH M AH N,,,964,10th 100,,1,1009,wom-en,ok,,,,no
bought,6,1,3,B AA T,,,965,10th 100,,1,1010,,,,,team:ough,no
led,3,1,3,L EH D,,,966,10th 100,,1,1011,,,,,,yes
march,5,1,4,M AA R CH,,,967,10th 100,,1,1012,,,ch,,r-controlled:ar,yes
northern,8,2,6,N AO R DH ER N,,,968,10th 100,,1,1013,north-ern,ok,th,,r-controlled:or;r-controlled:er,yes
create,6,2,5,K R IY EY T,,,969,10th 100,,1,1014,cre-ate,ok,,cr-,team:ea,no
British,7,2,6,B R IH T IH SH,,,970,10th 100,,1,1015,,pyphen_mismatch(british),sh,br-,,yes
difficult,9,3,8,D IH F AH K AH L T,,,971,10th 100,,1,1016,dif-fi-cult,ok,,-lt,,yes
match,5,1,3,M AE CH,,,972,10th 100,,1,1017,,,tch,,,yes
win,3,1,3,W IH N,,,973,10th 100,,1,1018,,,,,,yes
doesn't,6,2,6,D AH Z AH N T,,,974,10th 100,,1,1019,,pyphen_mismatch(does-n't),,,team:oe,
steel,5,1,4,S T IY L,,,975,10th 100,,1,1020,,,,st-,team:ee,yes
total,5,2,5,T OW T AH L,,,976,10th 100,,1,1021,to-tal,ok,,,,yes
deal,4,1,3,D IY L,,,977,10th 100,,1,1022,,,,,team:ea,yes
determine,9,3,7,D AH T ER M AH N,,,978,10th 100,,1,1023,de-ter-mine,ok,,,r-controlled:er;VCe-exception,no
evening,7,2,5,IY V N IH NG,,,979,10th 100,,1,1024,,pyphen_mismatch(evening),ng,,,no
hoe,3,1,2,HH OW,,,980,10th 100,,1,1025,,,,,team:oe,yes
rope,4,1,3,R OW P,,,981,10th 100,,1,1026,,,,,VCe,yes
cotton,6,2,5,K AA T AH N,,,982,10th 100,,1,1027,cot-ton,ok,,,,yes
details,7,2,6,D IH T EY L Z,,,984,10th 100,,1,1028,de-tails,ok,,,team:ai,yes
entire,6,3,5,IH N T AY ER,,,985,10th 100,,1,1029,,pyphen_mismatch(en-tire),,,r-controlled:ir,no
substances,10,3,10,S AH B S T AH N S AH Z,,,987,10th 100,,1,1030,,pyphen_mismatch(sub-stances),,,,yes
smell,5,1,4,S M EH L,,,988,10th 100,,1,1031,,,,sm-,,yes
tools,5,1,4,T UW L Z,,,989,10th 100,,1,1032,,,,,team:oo,yes
conditions,10,3,9,K AH N D IH SH AH N Z,,,990,10th 100,,1,1033,con-di-tions,ok,,,,yes
cows,4,1,3,K AW Z,,,991,10th 100,,1,1034,,,,,team:ow,yes
track,5,1,4,T R AE K,,,992,10th 100,,1,1035,,,ck,tr-,,yes
arrived,7,2,4,ER AY V D,,,993,10th 100,,1,1036,ar-rived,ok,,,r-controlled:ar;VCe,no
located,7,3,7,L OW K EY T AH D,,,994,10th 100,,1,1037,lo-cat-ed,ok,,,VCe,yes
sir,3,1,2,S ER,,,995,10th 100,,1,1038,,,,,r-controlled:ir,yes
seat,4,1,3,S IY T,,,996,10th 100,,1,1039,,,,,team:ea,yes
division,8,3,7,D IH V IH ZH AH N,,,997,10th 100,,1,1040,di-vi-sion,ok,,,,no
effect,6,2,5,IH F EH K T,,,998,10th 100,,1,1041,ef-fect,ok,,-ct,,yes
underline,9,3,7,AH N D ER L AY N,,,999,10th 100,,1,1042,un-der-line,ok,,,r-controlled:er;VCe,yes
view,4,1,3,V Y UW,,,1000,10th 100,,1,1043,,,,,team:ie,no
nor,3,1,3,N AO R,,,,,Fry alt edition (uniqueteachingresources #980),1,1044,,,,,r-controlled:or,yes
oil,3,1,2,OY L,,,,,Fry pre-update sightwords.com #88,1,1045,,,,,team:oi,yes
busy,4,2,4,B IH Z IY,,,,,Fry alt edition (uniqueteachingresources #376),1,1046,,pyphen_mismatch(busy),,,,no
tail,4,1,3,T EY L,,,,,Fry alt edition (uniqueteachingresources #815),1,1047,,,,,team:ai,yes
asked,5,1,4,AE S K T,,,,,Fry alt edition (uniqueteachingresources #166),1,1048,,,,,,yes
later,5,2,4,L EY T ER,,,,,Fry alt edition (uniqueteachingresources #275),1,1049,lat-er,ok,,,r-controlled:er,yes
miles,5,1,4,M AY L Z,,,,,Fry alt edition (uniqueteachingresources #257),1,1050,,,,,VCe,yes
stock,5,1,4,S T AA K,,,,,Dolch variant (NLTK/HF dolch nouns),1,1051,,,ck,st-,,yes
trees,5,1,4,T R IY Z,,,,,Fry alt edition (uniqueteachingresources #215),1,1052,,,,tr-,team:ee,yes
giving,6,2,5,G IH V IH NG,,,,,"Dolch variant (qdapDictionaries Leveled_Dolch, 1st Grade)",1,1053,giv-ing,ok,ng,,,yes
plants,6,1,6,P L AE N T S,,,,,Fry alt edition (uniqueteachingresources #210),1,1054,,,,pl-,,yes
really,6,2,4,R IH L IY,,,,,Fry alt edition (uniqueteachingresources #284),1,1055,,pyphen_mismatch(re-al-ly),,,team:ea,yes
seemed,6,1,4,S IY M D,,,,,Fry alt edition (uniqueteachingresources #235),1,1056,,,,,team:ee,yes
walked,6,1,4,W AO K T,,,,,Fry alt edition (uniqueteachingresources #259),1,1057,,,,,,no
animals,7,3,7,AE N AH M AH L Z,,,,,Fry alt edition (uniqueteachingresources #187),1,1058,an-i-mals,ok,,,,yes
distant,7,2,7,D IH S T AH N T,,,,,Fry alt edition (uniqueteachingresources #543),1,1059,dis-tant,ok,,-nt,,yes
Indians,7,3,7,IH N D IY AH N Z,,,,,Fry alt edition (uniqueteachingresources #283),1,1060,In-di-ans,ok,,,,no
letters,7,2,5,L EH T ER Z,,,,,Fry alt edition (uniqueteachingresources #191),1,1061,let-ters,ok,,,r-controlled:er,yes
started,7,2,7,S T AA R T IH D,,,,,Fry alt edition (uniqueteachingresources #217),1,1062,start-ed,ok,,st-,r-controlled:ar,yes
beginning,9,3,7,B IH G IH N IH NG,,,,,Fry alt edition (uniqueteachingresources #240),1,1063,be-gin-ning,ok,ng,,,yes
following,9,3,6,F AA L OW IH NG,,,,,Fry alt edition (uniqueteachingresources #142),1,1064,fol-low-ing,ok,ng,,team:ow,yes
